batch_id,machine_id,plant_id,start_time,end_time,units_produced,units_defective,defect_rate,product_line,shift,batch_status
BCH-0000202,MCH-0059,PLT-06,2023-06-18 06:45:04,2023-06-18 23:45:04,1357,307,0.2265,HMI,Morning,Failed
BCH-0000203,MCH-0094,PLT-10,2023-02-09 21:24:17,2023-02-10 00:24:17,839,45,0.054,PLC,Morning,Passed
BCH-0000204,MCH-0312,PLT-06,2023-03-27 13:44:02,2023-03-27 16:44:02,435,16,0.0384,Relay,Morning,Passed
BCH-0000205,MCH-0455,PLT-01,2022-11-05 04:05:18,2022-11-05 09:05:18,1072,48,0.0449,Sensor,Afternoon,Passed
BCH-0000206,MCH-0287,PLT-07,2024-10-25 08:02:59,2024-10-25 11:02:59,466,37,0.0796,HMI,Night,Failed
BCH-0000207,MCH-0313,PLT-09,2022-08-05 12:51:21,2022-08-05 18:51:21,966,72,0.0749,HMI,Night,Passed
BCH-0000208,MCH-0130,PLT-03,2022-06-04 09:32:21,2022-06-04 18:32:21,554,184,0.3336,Sensor,Afternoon,Passed
BCH-0000209,MCH-0081,PLT-06,2022-01-13 22:30:59,2022-01-14 03:30:59,94,7,0.0779,PLC,Afternoon,Passed
BCH-0000210,MCH-0025,PLT-04,2023-04-26 15:55:35,2023-04-27 00:55:35,1755,113,0.0648,Sensor,Afternoon,Failed
BCH-0000211,MCH-0341,PLT-04,2024-05-11 18:08:16,2024-05-12 11:08:16,1146,20,0.0175,Relay,Afternoon,Under Review
BCH-0000212,MCH-0062,PLT-06,2023-10-13 18:16:22,2023-10-14 08:16:22,115,13,0.1145,HMI,Morning,Passed
BCH-0000213,MCH-0324,PLT-07,2024-03-29 16:44:25,2024-03-30 12:44:25,1690,157,0.0931,HMI,Morning,Passed
BCH-0000214,MCH-0345,PLT-10,2024-09-12 23:01:43,2024-09-13 16:01:43,827,59,0.0718,Relay,Morning,Passed
BCH-0000215,MCH-0259,PLT-07,2024-07-17 10:53:43,2024-07-17 21:53:43,1112,115,0.1038,PLC,Afternoon,Passed
BCH-0000216,MCH-0051,PLT-07,2022-08-12 15:48:15,2022-08-12 19:48:15,1489,71,0.0479,Drive,Night,Passed
BCH-0000217,MCH-0345,PLT-02,2023-11-07 00:09:04,2023-11-07 09:09:04,500,49,0.0998,HMI,Morning,Under Review
BCH-0000218,MCH-0330,PLT-04,2022-05-20 19:38:17,2022-05-21 18:38:17,649,29,0.0449,Drive,Night,Passed
BCH-0000219,MCH-0414,PLT-02,2023-09-29 18:25:43,2023-09-30 08:25:43,1619,239,0.1478,Relay,Night,Passed
BCH-0000220,MCH-0092,PLT-02,2023-09-02 23:09:59,2023-09-03 22:09:59,1463,152,0.1039,Drive,Afternoon,Passed
BCH-0000221,MCH-0270,PLT-06,2024-05-27 16:48:05,2024-05-28 12:48:05,1175,56,0.0478,HMI,Morning,Passed
BCH-0000222,MCH-0309,PLT-07,2024-05-30 03:21:11,2024-05-30 21:21:11,1056,115,0.109,Relay,Night,Passed
BCH-0000223,MCH-0054,PLT-05,2022-11-03 11:11:05,2022-11-04 05:11:05,858,139,0.1627,Relay,Morning,Under Review
BCH-0000224,MCH-0275,PLT-01,2023-11-16 12:45:04,2023-11-16 18:45:04,1478,99,0.0671,Relay,Night,Passed
BCH-0000225,MCH-0013,PLT-08,2022-02-23 22:52:27,2022-02-24 20:52:27,939,12,0.0136,HMI,Night,Under Review
BCH-0000226,MCH-0163,PLT-01,2023-09-09 21:16:56,2023-09-10 03:16:56,847,50,0.06,Drive,Afternoon,Passed
BCH-0000227,MCH-0334,PLT-01,2023-03-22 03:49:21,2023-03-22 20:49:21,1311,133,0.1019,PLC,Morning,Passed
BCH-0000228,MCH-0162,PLT-04,2022-03-18 03:53:38,2022-03-18 09:53:38,904,131,0.1452,Drive,Night,Passed
BCH-0000229,MCH-0238,PLT-09,2023-07-16 17:35:55,2023-07-17 05:35:55,407,14,0.036,Sensor,Afternoon,Passed
BCH-0000230,MCH-0083,PLT-09,2022-10-10 07:59:13,2022-10-10 21:59:13,1641,21,0.0131,HMI,Afternoon,Passed
BCH-0000231,MCH-0175,PLT-10,2024-02-26 11:32:00,2024-02-26 15:32:00,179,1,0.0066,Relay,Afternoon,Passed
BCH-0000232,MCH-0241,PLT-02,2023-04-22 08:01:23,2023-04-22 13:01:23,327,25,0.0771,Drive,Afternoon,Passed
BCH-0000233,MCH-0498,PLT-01,2023-05-22 20:05:53,2023-05-23 04:05:53,419,58,0.1402,HMI,Afternoon,Passed
BCH-0000234,MCH-0143,PLT-04,2022-05-27 10:07:50,2022-05-28 09:07:50,1434,11,0.0078,Sensor,Night,Passed
BCH-0000235,MCH-0185,PLT-06,2024-04-04 19:56:13,2024-04-04 22:56:13,818,135,0.1653,Relay,Night,Passed
BCH-0000236,MCH-0189,PLT-09,2024-12-03 19:49:00,2024-12-04 05:49:00,568,40,0.0714,PLC,Morning,Failed
BCH-0000237,MCH-0179,PLT-04,2024-08-15 00:45:30,2024-08-15 13:45:30,1057,101,0.0957,Sensor,Night,Passed
BCH-0000238,MCH-0440,PLT-02,2023-04-22 15:55:53,2023-04-23 04:55:53,686,3,0.0057,HMI,Night,Passed
BCH-0000239,MCH-0356,PLT-10,2024-09-10 08:48:50,2024-09-11 00:48:50,1813,411,0.2267,Relay,Morning,Passed
BCH-0000240,MCH-0318,PLT-09,2024-08-04 04:23:25,2024-08-04 11:23:25,1325,83,0.0629,Relay,Night,Passed
BCH-0000241,MCH-0016,PLT-09,2023-09-19 13:43:04,2023-09-20 05:43:04,990,76,0.0773,Drive,Night,Passed
BCH-0000242,MCH-0229,PLT-10,2024-08-17 02:53:54,2024-08-17 21:53:54,139,5,0.0428,Drive,Night,Passed
BCH-0000243,MCH-0027,PLT-01,2022-02-17 05:56:34,2022-02-18 01:56:34,1753,191,0.1092,Relay,Morning,Passed
BCH-0000244,MCH-0199,PLT-01,2023-08-10 23:49:38,2023-08-11 09:49:38,102,4,0.0412,Sensor,Morning,Passed
BCH-0000245,MCH-0295,PLT-05,2024-10-26 01:20:22,2024-10-26 16:20:22,141,14,0.1021,PLC,Night,Failed
BCH-0000246,MCH-0191,PLT-01,2023-04-20 05:03:27,2023-04-21 01:03:27,1867,90,0.0485,Relay,Afternoon,Under Review
BCH-0000247,MCH-0278,PLT-08,2024-07-03 09:16:01,2024-07-03 21:16:01,129,10,0.0776,HMI,Morning,Passed
BCH-0000248,MCH-0419,PLT-01,2024-12-17 10:04:25,2024-12-17 19:04:25,1357,103,0.0766,PLC,Morning,Passed
BCH-0000249,MCH-0424,PLT-01,2022-07-04 01:53:36,2022-07-04 07:53:36,1910,318,0.1669,HMI,Night,Passed
BCH-0000250,MCH-0073,PLT-10,2023-10-01 16:46:15,2023-10-02 10:46:15,1402,13,0.0097,Relay,Afternoon,Passed
BCH-0000251,MCH-0056,PLT-07,2023-09-26 05:25:37,2023-09-26 22:25:37,1899,288,0.1518,Drive,Morning,Passed
BCH-0000252,MCH-0416,PLT-07,2022-08-08 05:42:01,2022-08-08 18:42:01,974,79,0.0814,Relay,Night,Passed
BCH-0000253,MCH-0154,PLT-06,2022-01-14 12:55:27,2022-01-15 08:55:27,543,36,0.0681,Sensor,Night,Failed
BCH-0000254,MCH-0284,PLT-03,2023-09-28 19:32:08,2023-09-29 03:32:08,1770,390,0.2207,HMI,Morning,Passed
BCH-0000255,MCH-0437,PLT-01,2022-01-16 21:26:08,2022-01-17 15:26:08,1530,159,0.104,Sensor,Night,Passed
BCH-0000256,MCH-0396,PLT-09,2022-07-31 01:37:24,2022-08-01 00:37:24,1180,19,0.0168,HMI,Night,Passed
BCH-0000257,MCH-0484,PLT-07,2023-12-13 18:52:03,2023-12-14 05:52:03,1787,176,0.0986,Drive,Night,Passed
BCH-0000258,MCH-0075,PLT-10,2023-10-16 14:04:25,2023-10-17 12:04:25,506,109,0.2168,Relay,Afternoon,Passed
BCH-0000259,MCH-0269,PLT-03,2023-01-04 06:24:57,2023-01-04 17:24:57,1480,235,0.1593,Sensor,Afternoon,Passed
BCH-0000260,MCH-0007,PLT-02,2022-04-02 04:31:07,2022-04-02 06:31:07,1434,40,0.0284,Relay,Morning,Passed
BCH-0000261,MCH-0454,PLT-07,2024-06-29 01:02:09,2024-06-29 14:02:09,82,8,0.1082,Sensor,Morning,Passed
BCH-0000262,MCH-0199,PLT-03,2023-06-03 22:04:48,2023-06-04 17:04:48,912,22,0.0242,HMI,Afternoon,Passed
BCH-0000263,MCH-0283,PLT-05,2024-02-23 12:19:33,2024-02-24 01:19:33,1697,252,0.1485,Drive,Night,Passed
BCH-0000264,MCH-0194,PLT-07,2022-10-30 01:56:59,2022-10-30 11:56:59,1633,289,0.1772,Sensor,Morning,Passed
BCH-0000265,MCH-0176,PLT-07,2024-05-07 09:23:17,2024-05-08 06:23:17,66,4,0.0757,Drive,Afternoon,Passed
BCH-0000266,MCH-0202,PLT-08,2023-01-23 04:59:58,2023-01-23 18:59:58,520,43,0.0842,Relay,Night,Passed
BCH-0000267,MCH-0210,PLT-06,2022-07-14 16:54:56,2022-07-15 02:54:56,1418,67,0.0477,PLC,Night,Under Review
BCH-0000268,MCH-0445,PLT-06,2022-08-27 04:12:27,2022-08-28 00:12:27,1972,402,0.2041,Sensor,Morning,Passed
BCH-0000269,MCH-0029,PLT-04,2024-04-20 02:35:31,2024-04-20 06:35:31,1953,50,0.0258,Relay,Morning,Under Review
BCH-0000270,MCH-0482,PLT-06,2023-04-15 15:57:56,2023-04-16 12:57:56,452,24,0.0534,HMI,Morning,Passed
BCH-0000271,MCH-0316,PLT-01,2024-03-20 14:58:16,2024-03-20 17:58:16,582,63,0.1098,Drive,Afternoon,Passed
BCH-0000272,MCH-0097,PLT-02,2024-06-02 09:09:13,2024-06-02 17:09:13,1789,167,0.0938,Sensor,Morning,Passed
BCH-0000273,MCH-0314,PLT-01,2022-01-30 21:19:00,2022-01-31 04:19:00,437,103,0.2369,Sensor,Afternoon,Under Review
BCH-0000274,MCH-0418,PLT-02,2024-07-22 23:04:25,2024-07-23 09:04:25,801,81,0.1015,Relay,Night,Passed
BCH-0000275,MCH-0326,PLT-01,2023-06-02 00:46:37,2023-06-02 04:46:37,1577,207,0.1313,Drive,Night,Passed
BCH-0000276,MCH-0233,PLT-04,2024-08-06 01:26:46,2024-08-06 07:26:46,526,46,0.0879,PLC,Night,Passed
BCH-0000277,MCH-0354,PLT-04,2022-02-13 08:48:04,2022-02-14 00:48:04,166,5,0.0359,Relay,Afternoon,Passed
BCH-0000278,MCH-0487,PLT-03,2022-01-16 00:26:17,2022-01-16 15:26:17,675,54,0.0812,Drive,Afternoon,Passed
BCH-0000279,MCH-0120,PLT-10,2022-10-01 05:18:46,2022-10-02 03:18:46,563,20,0.0364,Drive,Morning,Passed
BCH-0000280,MCH-0333,PLT-01,2023-08-04 14:06:13,2023-08-04 17:06:13,752,6,0.0088,Relay,Morning,Passed
BCH-0000281,MCH-0351,PLT-09,2023-03-06 03:01:49,2023-03-06 08:01:49,168,12,0.0741,Sensor,Morning,Failed
BCH-0000282,MCH-0463,PLT-06,2022-03-06 23:43:01,2022-03-07 15:43:01,815,97,0.1192,Drive,Morning,Passed
BCH-0000283,MCH-0023,PLT-09,2023-04-23 21:08:00,2023-04-24 11:08:00,1012,172,0.1701,Drive,Morning,Under Review
BCH-0000284,MCH-0375,PLT-02,2022-01-12 03:14:37,2022-01-12 10:14:37,1426,114,0.08,Drive,Morning,Under Review
BCH-0000285,MCH-0422,PLT-08,2024-03-25 12:04:46,2024-03-25 23:04:46,610,46,0.0769,Relay,Afternoon,Passed
BCH-0000286,MCH-0457,PLT-09,2024-03-24 11:40:30,2024-03-24 13:40:30,1311,95,0.0725,Sensor,Morning,Passed
BCH-0000287,MCH-0426,PLT-05,2023-10-14 13:59:00,2023-10-15 07:59:00,1146,191,0.1672,Drive,Morning,Passed
BCH-0000288,MCH-0456,PLT-07,2023-12-31 08:12:40,2024-01-01 06:12:40,915,23,0.0252,HMI,Afternoon,Under Review
BCH-0000289,MCH-0255,PLT-06,2023-11-29 20:35:05,2023-11-30 11:35:05,1900,143,0.0754,Relay,Morning,Failed
BCH-0000290,MCH-0039,PLT-06,2024-06-10 03:36:53,2024-06-10 11:36:53,1011,70,0.0695,Sensor,Morning,Failed
BCH-0000291,MCH-0411,PLT-09,2024-06-06 04:22:36,2024-06-06 21:22:36,1049,67,0.0647,HMI,Night,Passed
BCH-0000292,MCH-0093,PLT-02,2023-02-05 14:43:09,2023-02-06 04:43:09,806,78,0.0973,HMI,Afternoon,Passed
BCH-0000293,MCH-0024,PLT-02,2024-01-26 18:23:54,2024-01-27 07:23:54,297,24,0.0841,Relay,Morning,Passed
BCH-0000294,MCH-0035,PLT-04,2024-01-21 00:06:11,2024-01-21 06:06:11,640,95,0.149,PLC,Night,Passed
BCH-0000295,MCH-0225,PLT-07,2023-05-11 19:51:50,2023-05-12 17:51:50,876,29,0.034,Relay,Morning,Passed
BCH-0000296,MCH-0205,PLT-04,2024-01-26 19:51:08,2024-01-27 18:51:08,62,3,0.0619,HMI,Afternoon,Passed
BCH-0000297,MCH-0107,PLT-06,2022-11-26 16:41:12,2022-11-26 20:41:12,1951,82,0.0425,HMI,Afternoon,Failed
BCH-0000298,MCH-0089,PLT-06,2023-01-08 18:59:46,2023-01-08 23:59:46,951,37,0.039,HMI,Night,Passed
BCH-0000299,MCH-0475,PLT-06,2022-08-05 22:59:37,2022-08-06 15:59:37,203,8,0.0398,HMI,Night,Passed
BCH-0000300,MCH-0165,PLT-10,2023-12-01 10:32:47,2023-12-02 03:32:47,204,14,0.0689,HMI,Night,Failed
BCH-0000301,MCH-0158,PLT-04,2022-11-04 21:09:24,2022-11-05 16:09:24,122,21,0.1772,PLC,Morning,Passed
BCH-0000302,MCH-0385,PLT-04,2024-08-18 07:19:30,2024-08-19 01:19:30,1631,551,0.338,PLC,Afternoon,Passed
BCH-0000303,MCH-0282,PLT-02,2022-02-24 15:36:32,2022-02-24 21:36:32,1586,171,0.1083,Drive,Afternoon,Passed
BCH-0000304,MCH-0210,PLT-10,2024-11-21 02:38:17,2024-11-21 19:38:17,302,14,0.0488,Relay,Night,Passed
BCH-0000305,MCH-0072,PLT-03,2022-04-05 06:24:33,2022-04-05 13:24:33,545,39,0.072,Relay,Afternoon,Passed
BCH-0000306,MCH-0476,PLT-04,2024-06-15 15:42:15,2024-06-15 22:42:15,1742,295,0.1697,PLC,Night,Passed
BCH-0000307,MCH-0469,PLT-06,2024-06-23 16:07:42,2024-06-24 15:07:42,1999,134,0.0672,Drive,Afternoon,Passed
BCH-0000308,MCH-0204,PLT-04,2023-01-19 06:17:16,2023-01-19 09:17:16,1263,169,0.1346,Relay,Afternoon,Passed
BCH-0000309,MCH-0448,PLT-07,2022-05-29 07:46:13,2022-05-29 10:46:13,195,19,0.1017,Relay,Night,Passed
BCH-0000310,MCH-0335,PLT-02,2023-03-29 09:33:15,2023-03-29 11:33:15,940,176,0.1878,Sensor,Morning,Passed
BCH-0000311,MCH-0200,PLT-07,2024-07-27 15:19:25,2024-07-28 10:19:25,979,32,0.0336,Relay,Afternoon,Passed
BCH-0000312,MCH-0379,PLT-08,2022-09-11 00:13:48,2022-09-11 15:13:48,1455,73,0.0506,HMI,Night,Failed
BCH-0000313,MCH-0460,PLT-05,2023-12-12 10:31:44,2023-12-13 05:31:44,763,170,0.2238,HMI,Afternoon,Passed
BCH-0000314,MCH-0216,PLT-08,2024-04-22 20:40:58,2024-04-23 19:40:58,1175,126,0.108,HMI,Morning,Passed
BCH-0000315,MCH-0476,PLT-10,2024-04-07 13:44:21,2024-04-08 04:44:21,1567,72,0.0465,Sensor,Night,Passed
BCH-0000316,MCH-0308,PLT-06,2024-10-20 23:02:32,2024-10-21 17:02:32,675,18,0.028,PLC,Afternoon,Passed
BCH-0000317,MCH-0163,PLT-05,2022-04-19 01:43:51,2022-04-19 08:43:51,299,106,0.3563,PLC,Afternoon,Passed
BCH-0000318,MCH-0173,PLT-05,2022-01-04 10:15:12,2022-01-05 07:15:12,170,14,0.0848,Relay,Morning,Under Review
BCH-0000319,MCH-0222,PLT-01,2024-07-10 14:31:27,2024-07-11 03:31:27,913,42,0.0464,Sensor,Night,Passed
BCH-0000320,MCH-0414,PLT-07,2024-09-13 14:11:17,2024-09-14 02:11:17,878,95,0.109,Drive,Morning,Under Review
BCH-0000321,MCH-0480,PLT-06,2022-06-02 08:18:58,2022-06-02 20:18:58,1014,42,0.0415,PLC,Night,Passed
BCH-0000322,MCH-0075,PLT-10,2024-11-02 18:26:46,2024-11-03 07:26:46,796,75,0.0946,PLC,Night,Failed
BCH-0000323,MCH-0141,PLT-02,2022-06-25 04:51:29,2022-06-25 13:51:29,242,6,0.0273,Sensor,Afternoon,Passed
BCH-0000324,MCH-0409,PLT-02,2024-04-03 05:08:56,2024-04-03 07:08:56,81,15,0.1964,Relay,Morning,Failed
BCH-0000325,MCH-0492,PLT-10,2024-06-11 04:51:19,2024-06-11 08:51:19,1738,76,0.0439,Sensor,Night,Passed
BCH-0000326,MCH-0032,PLT-10,2024-10-01 21:20:22,2024-10-01 22:20:22,1061,47,0.0446,Drive,Afternoon,Under Review
BCH-0000327,MCH-0368,PLT-10,2023-10-29 14:24:15,2023-10-29 19:24:15,509,18,0.0366,PLC,Night,Passed
BCH-0000328,MCH-0371,PLT-10,2024-12-28 19:44:43,2024-12-29 16:44:43,1077,90,0.0839,Sensor,Afternoon,Passed
BCH-0000329,MCH-0095,PLT-02,2022-04-05 02:59:06,2022-04-05 04:59:06,266,10,0.0383,Drive,Night,Failed
BCH-0000330,MCH-0210,PLT-08,2022-12-21 22:31:39,2022-12-22 01:31:39,984,288,0.2931,Sensor,Morning,Passed
BCH-0000331,MCH-0048,PLT-07,2023-10-19 22:30:17,2023-10-20 06:30:17,1078,62,0.0583,PLC,Afternoon,Passed
BCH-0000332,MCH-0499,PLT-01,2023-12-18 11:37:16,2023-12-19 02:37:16,352,53,0.1513,PLC,Afternoon,Passed
BCH-0000333,MCH-0022,PLT-09,2022-06-08 08:33:36,2022-06-08 19:33:36,556,12,0.0218,PLC,Morning,Under Review
BCH-0000334,MCH-0093,PLT-04,2022-10-09 18:00:17,2022-10-10 04:00:17,1596,155,0.0972,Drive,Morning,Passed
BCH-0000335,MCH-0095,PLT-06,2022-06-13 15:57:59,2022-06-14 04:57:59,344,5,0.017,PLC,Night,Under Review
BCH-0000336,MCH-0302,PLT-10,2023-11-29 23:09:39,2023-11-30 02:09:39,701,88,0.1259,PLC,Afternoon,Failed
BCH-0000337,MCH-0261,PLT-07,2023-04-02 10:37:00,2023-04-02 19:37:00,1045,112,0.1072,HMI,Afternoon,Passed
BCH-0000338,MCH-0391,PLT-10,2022-01-06 13:43:38,2022-01-07 02:43:38,1420,307,0.2164,Relay,Morning,Passed
BCH-0000339,MCH-0239,PLT-08,2024-12-07 02:44:11,2024-12-07 10:44:11,1151,127,0.1112,Sensor,Afternoon,Passed
BCH-0000340,MCH-0263,PLT-03,2024-08-28 08:14:41,2024-08-29 06:14:41,653,121,0.1865,Drive,Night,Passed
BCH-0000341,MCH-0175,PLT-09,2023-08-28 04:15:20,2023-08-28 23:15:20,1947,395,0.2033,Relay,Morning,Passed
BCH-0000342,MCH-0033,PLT-05,2022-04-23 15:53:59,2022-04-23 18:53:59,1270,68,0.0541,HMI,Morning,Passed
BCH-0000343,MCH-0463,PLT-10,2024-04-30 09:16:14,2024-05-01 02:16:14,1986,144,0.0726,Sensor,Night,Passed
BCH-0000344,MCH-0246,PLT-05,2024-10-31 22:50:52,2024-11-01 19:50:52,1722,230,0.1338,HMI,Afternoon,Passed
BCH-0000345,MCH-0126,PLT-01,2022-11-25 23:37:40,2022-11-26 05:37:40,1183,32,0.0278,Sensor,Morning,Passed
BCH-0000346,MCH-0328,PLT-05,2023-12-13 02:50:31,2023-12-13 10:50:31,1089,143,0.1314,PLC,Morning,Passed
BCH-0000347,MCH-0255,PLT-09,2022-02-13 00:39:08,2022-02-13 02:39:08,1816,103,0.0571,PLC,Night,Passed
BCH-0000348,MCH-0435,PLT-03,2022-01-01 04:29:59,2022-01-01 21:29:59,911,87,0.0955,Relay,Afternoon,Passed
BCH-0000349,MCH-0160,PLT-09,2023-10-03 07:11:54,2023-10-03 19:11:54,855,19,0.0228,Drive,Morning,Passed
BCH-0000350,MCH-0362,PLT-07,2023-11-09 07:36:21,2023-11-10 04:36:21,179,8,0.0501,Sensor,Morning,Passed
BCH-0000351,MCH-0150,PLT-07,2024-02-11 19:57:59,2024-02-12 11:57:59,1996,150,0.0756,HMI,Morning,Passed
BCH-0000352,MCH-0282,PLT-09,2022-03-23 14:43:55,2022-03-24 01:43:55,1840,203,0.1105,Relay,Morning,Passed
BCH-0000353,MCH-0442,PLT-02,2022-04-16 07:11:18,2022-04-16 09:11:18,1836,95,0.052,Drive,Morning,Passed
BCH-0000354,MCH-0253,PLT-08,2023-09-03 08:41:09,2023-09-03 21:41:09,1135,97,0.0862,Sensor,Afternoon,Passed
BCH-0000355,MCH-0124,PLT-07,2024-06-16 10:01:22,2024-06-16 18:01:22,866,75,0.0877,PLC,Afternoon,Passed
BCH-0000356,MCH-0278,PLT-08,2022-09-20 19:04:15,2022-09-21 11:04:15,528,20,0.0397,Sensor,Morning,Under Review
BCH-0000357,MCH-0140,PLT-06,2024-09-05 18:51:50,2024-09-06 14:51:50,396,35,0.0898,Sensor,Night,Passed
BCH-0000358,MCH-0053,PLT-04,2022-01-28 14:46:11,2022-01-29 13:46:11,1530,99,0.0653,Drive,Afternoon,Passed
BCH-0000359,MCH-0251,PLT-06,2023-01-07 07:03:26,2023-01-07 19:03:26,576,10,0.0177,PLC,Night,Passed
BCH-0000360,MCH-0254,PLT-09,2024-09-20 06:42:51,2024-09-21 03:42:51,1534,173,0.1129,Sensor,Afternoon,Passed
BCH-0000361,MCH-0271,PLT-06,2022-07-20 04:12:22,2022-07-20 19:12:22,416,57,0.1384,HMI,Night,Passed
BCH-0000362,MCH-0121,PLT-01,2022-08-18 04:35:54,2022-08-18 18:35:54,1545,251,0.163,HMI,Afternoon,Passed
BCH-0000363,MCH-0363,PLT-09,2024-01-28 01:04:51,2024-01-28 19:04:51,1775,364,0.2055,Relay,Afternoon,Under Review
BCH-0000364,MCH-0127,PLT-02,2023-06-30 21:10:21,2023-07-01 18:10:21,1007,217,0.2164,PLC,Night,Passed
BCH-0000365,MCH-0128,PLT-05,2023-12-31 00:10:02,2023-12-31 11:10:02,1738,72,0.0416,Drive,Night,Passed
BCH-0000366,MCH-0224,PLT-09,2024-12-11 20:27:55,2024-12-12 05:27:55,1600,52,0.0329,Drive,Night,Failed
BCH-0000367,MCH-0150,PLT-03,2024-06-16 22:20:12,2024-06-17 12:20:12,1634,162,0.0997,Drive,Afternoon,Failed
BCH-0000368,MCH-0248,PLT-10,2023-05-05 09:09:19,2023-05-06 04:09:19,1252,176,0.1407,Drive,Morning,Passed
BCH-0000369,MCH-0272,PLT-05,2022-03-25 21:56:45,2022-03-26 12:56:45,437,35,0.0801,Drive,Night,Passed
BCH-0000370,MCH-0096,PLT-03,2022-07-01 14:22:26,2022-07-02 07:22:26,572,50,0.0886,PLC,Night,Passed
BCH-0000371,MCH-0354,PLT-10,2024-01-23 11:22:50,2024-01-23 16:22:50,1866,169,0.0911,Drive,Night,Failed
BCH-0000372,MCH-0058,PLT-09,2024-01-02 22:00:24,2024-01-03 19:00:24,1385,106,0.0766,Relay,Night,Passed
BCH-0000373,MCH-0368,PLT-03,2023-08-21 21:20:50,2023-08-21 23:20:50,634,187,0.2962,Relay,Afternoon,Passed
BCH-0000374,MCH-0415,PLT-06,2022-03-25 00:06:30,2022-03-25 07:06:30,630,19,0.0317,PLC,Afternoon,Passed
BCH-0000375,MCH-0468,PLT-10,2023-01-15 10:34:07,2023-01-16 00:34:07,1233,143,0.1165,PLC,Night,Under Review
BCH-0000376,MCH-0433,PLT-08,2024-11-13 08:57:50,2024-11-14 03:57:50,1234,47,0.0386,Relay,Morning,Passed
BCH-0000377,MCH-0060,PLT-09,2023-09-10 14:21:35,2023-09-11 01:21:35,1591,187,0.118,HMI,Afternoon,Passed
BCH-0000378,MCH-0461,PLT-10,2024-06-27 14:19:01,2024-06-27 23:19:01,1678,198,0.1184,PLC,Afternoon,Under Review
BCH-0000379,MCH-0425,PLT-04,2024-02-16 09:03:15,2024-02-16 18:03:15,1867,148,0.0796,PLC,Night,Under Review
BCH-0000380,MCH-0239,PLT-08,2023-03-01 15:29:04,2023-03-02 09:29:04,147,10,0.0699,Relay,Night,Passed
BCH-0000381,MCH-0201,PLT-08,2022-03-25 11:50:17,2022-03-26 03:50:17,1446,90,0.0626,Sensor,Afternoon,Failed
BCH-0000382,MCH-0071,PLT-06,2023-11-04 14:59:58,2023-11-05 06:59:58,1110,130,0.118,PLC,Night,Passed
BCH-0000383,MCH-0055,PLT-01,2022-10-20 17:46:47,2022-10-21 04:46:47,1039,90,0.0867,PLC,Morning,Under Review
BCH-0000384,MCH-0442,PLT-01,2024-05-30 20:25:34,2024-05-31 03:25:34,1573,78,0.0497,Drive,Afternoon,Passed
BCH-0000385,MCH-0320,PLT-04,2024-11-16 23:17:05,2024-11-17 04:17:05,356,11,0.0323,Sensor,Morning,Passed
BCH-0000386,MCH-0344,PLT-10,2023-02-04 03:21:54,2023-02-04 19:21:54,1605,237,0.1482,PLC,Afternoon,Passed
BCH-0000387,MCH-0236,PLT-05,2023-09-09 02:53:59,2023-09-09 07:53:59,1498,96,0.0645,HMI,Morning,Passed
BCH-0000388,MCH-0051,PLT-10,2022-06-03 16:04:48,2022-06-04 14:04:48,903,125,0.1386,HMI,Afternoon,Passed
BCH-0000389,MCH-0191,PLT-04,2022-07-28 22:24:28,2022-07-29 05:24:28,338,9,0.0289,PLC,Night,Passed
BCH-0000390,MCH-0179,PLT-10,2022-07-14 02:06:01,2022-07-14 06:06:01,1286,41,0.0323,HMI,Night,Passed
BCH-0000391,MCH-0458,PLT-01,2024-11-17 00:35:33,2024-11-17 06:35:33,738,82,0.1118,Drive,Morning,Passed
BCH-0000392,MCH-0235,PLT-01,2024-11-19 05:21:47,2024-11-20 04:21:47,1764,197,0.1118,PLC,Afternoon,Passed
BCH-0000393,MCH-0171,PLT-08,2022-10-25 13:23:59,2022-10-26 04:23:59,1430,105,0.0737,Sensor,Afternoon,Failed
BCH-0000394,MCH-0031,PLT-02,2023-04-07 17:17:55,2023-04-08 03:17:55,1552,110,0.0715,HMI,Afternoon,Under Review
BCH-0000395,MCH-0009,PLT-06,2022-09-18 11:12:10,2022-09-18 21:12:10,1873,156,0.0834,HMI,Night,Passed
BCH-0000396,MCH-0201,PLT-05,2023-07-07 21:20:36,2023-07-07 22:20:36,170,5,0.03,Sensor,Morning,Passed
BCH-0000397,MCH-0149,PLT-06,2022-12-20 05:28:06,2022-12-20 12:28:06,1614,141,0.0879,Sensor,Morning,Failed
BCH-0000398,MCH-0268,PLT-10,2024-01-31 21:16:13,2024-02-01 07:16:13,551,31,0.0574,Drive,Night,Passed
BCH-0000399,MCH-0005,PLT-02,2024-11-21 17:14:07,2024-11-21 20:14:07,1901,323,0.1703,HMI,Afternoon,Passed
BCH-0000400,MCH-0211,PLT-08,2024-05-02 12:49:15,2024-05-03 11:49:15,1105,54,0.0489,Drive,Morning,Passed
BCH-0000401,MCH-0274,PLT-02,2022-03-24 18:34:08,2022-03-25 06:34:08,507,53,0.1065,PLC,Afternoon,Failed
BCH-0000402,MCH-0164,PLT-09,2023-02-14 08:34:12,2023-02-14 14:34:12,1381,71,0.0515,HMI,Night,Passed
BCH-0000403,MCH-0343,PLT-08,2023-02-13 23:53:21,2023-02-14 18:53:21,436,117,0.2696,Relay,Afternoon,Passed
