part_id,supplier_id,machine_id,part_name,stock_qty,unit_cost_usd,last_restocked,reorder_threshold,warehouse_location,lead_time_days
PRT-0000271,SUP-018,MCH-0026,Power Supply Unit,312,2033.72,2024-04-16,81,WH-04,33
PRT-0000272,SUP-044,MCH-0460,Coolant Pump,215,536.58,2023-03-21,23,WH-02,16
PRT-0000273,SUP-013,MCH-0150,Servo Motor,171,905.19,2023-10-27,10,WH-02,44
PRT-0000274,SUP-014,MCH-0335,Power Supply Unit,410,2158.41,2021-03-12,81,WH-03,20
PRT-0000275,SUP-007,MCH-0169,Safety Relay,354,121.65,2024-02-16,57,WH-02,42
PRT-0000276,SUP-019,MCH-0210,Servo Motor,448,272.73,2021-07-20,52,WH-03,43
PRT-0000277,SUP-048,MCH-0141,Safety Relay,31,160.08,2021-05-27,61,WH-01,6
PRT-0000278,SUP-048,MCH-0176,Proximity Sensor,85,1742.62,2021-06-25,71,WH-03,35
PRT-0000279,SUP-040,MCH-0006,Control Board,436,699.94,2024-01-05,13,WH-03,7
PRT-0000280,SUP-028,MCH-0074,Hydraulic Seal,158,224.09,2022-07-22,61,WH-02,20
PRT-0000281,SUP-035,MCH-0093,Encoder Disc,343,2047.11,2024-08-13,41,WH-01,27
PRT-0000282,SUP-023,MCH-0175,Hydraulic Seal,428,304.69,2022-11-30,76,WH-04,9
PRT-0000283,SUP-009,MCH-0097,Hydraulic Seal,21,2289.8,2023-05-02,30,WH-02,24
PRT-0000284,SUP-026,MCH-0200,Coolant Pump,170,1944.72,2023-03-29,35,WH-02,30
PRT-0000285,SUP-005,MCH-0028,Coolant Pump,446,172.86,2021-10-22,21,WH-02,24
PRT-0000286,SUP-001,MCH-0050,Control Board,401,270.37,2023-08-10,50,WH-04,26
PRT-0000287,SUP-035,MCH-0417,Drive Belt,23,2302.79,2024-12-09,65,WH-04,26
PRT-0000288,SUP-002,MCH-0054,Proximity Sensor,11,1400.25,2022-06-29,53,WH-03,8
PRT-0000289,SUP-012,MCH-0423,Control Board,141,653.85,2023-12-01,90,WH-01,23
PRT-0000290,SUP-015,MCH-0491,Bearing Assembly,326,1742.91,2022-08-06,68,WH-03,14
PRT-0000291,SUP-021,MCH-0061,Control Board,366,1456.63,2021-04-03,16,WH-01,25
PRT-0000292,SUP-004,MCH-0083,Coolant Pump,366,2267.35,2022-07-30,38,WH-02,5
PRT-0000293,SUP-014,MCH-0401,Control Board,145,1672.89,2022-10-05,94,WH-01,20
PRT-0000294,SUP-042,MCH-0485,Bearing Assembly,343,180.04,2023-04-09,69,WH-02,3
PRT-0000295,SUP-008,MCH-0016,Drive Belt,376,2124.27,2024-06-28,62,WH-03,7
PRT-0000296,SUP-035,MCH-0195,Control Board,106,1737.97,2021-09-14,16,WH-03,26
PRT-0000297,SUP-049,MCH-0071,Servo Motor,13,1228.19,2021-08-23,64,WH-03,39
PRT-0000298,SUP-039,MCH-0106,Encoder Disc,445,1052.45,2022-04-08,27,WH-02,31
PRT-0000299,SUP-019,MCH-0360,Bearing Assembly,85,1178.26,2022-02-08,76,WH-02,1
PRT-0000300,SUP-037,MCH-0002,Proximity Sensor,73,2404.32,2021-07-17,36,WH-02,23
PRT-0000301,SUP-047,MCH-0414,Coolant Pump,294,1462.89,2021-07-27,63,WH-01,17
PRT-0000302,SUP-020,MCH-0174,Safety Relay,299,1741.76,2024-06-02,94,WH-02,43
PRT-0000303,SUP-049,MCH-0118,Hydraulic Seal,402,492.03,2021-12-26,65,WH-01,28
PRT-0000304,SUP-032,MCH-0303,Power Supply Unit,368,2063.2,2021-09-24,21,WH-01,9
PRT-0000305,SUP-019,MCH-0049,Bearing Assembly,116,1874.85,2023-04-18,34,WH-04,1
PRT-0000306,SUP-037,MCH-0184,Proximity Sensor,429,1034.02,2022-08-17,65,WH-03,2
PRT-0000307,SUP-012,MCH-0242,Hydraulic Seal,282,940.23,2021-05-23,73,WH-01,3
PRT-0000308,SUP-002,MCH-0140,Safety Relay,361,2437.62,2022-07-23,52,WH-04,23
PRT-0000309,SUP-003,MCH-0144,Power Supply Unit,97,1379.27,2023-09-13,80,WH-02,3
PRT-0000310,SUP-040,MCH-0082,Proximity Sensor,463,2438.23,2024-02-14,40,WH-01,26
PRT-0000311,SUP-004,MCH-0135,Hydraulic Seal,211,1585.41,2022-06-06,71,WH-04,43
PRT-0000312,SUP-034,MCH-0398,Safety Relay,188,807.62,2021-12-24,10,WH-03,37
PRT-0000313,SUP-046,MCH-0492,Encoder Disc,242,1968.4,2022-06-29,30,WH-04,27
PRT-0000314,SUP-022,MCH-0101,Hydraulic Seal,388,336.29,2021-11-24,84,WH-01,28
PRT-0000315,SUP-013,MCH-0018,Bearing Assembly,414,223.93,2023-05-11,47,WH-02,18
PRT-0000316,SUP-005,MCH-0163,Power Supply Unit,422,1044.31,2024-09-01,46,WH-03,16
PRT-0000317,SUP-022,MCH-0050,Bearing Assembly,252,2121.33,2022-07-30,92,WH-04,7
PRT-0000318,SUP-031,MCH-0020,Coolant Pump,113,248.21,2024-12-23,18,WH-01,36
PRT-0000319,SUP-023,MCH-0490,Safety Relay,402,297.24,2024-12-18,12,WH-04,2
PRT-0000320,SUP-022,MCH-0141,Servo Motor,284,22.9,2024-01-20,59,WH-04,25
PRT-0000321,SUP-021,MCH-0162,Power Supply Unit,432,2173.72,2021-11-16,17,WH-02,32
PRT-0000322,SUP-003,MCH-0318,Bearing Assembly,114,936.13,2021-12-20,89,WH-03,37
PRT-0000323,SUP-044,MCH-0117,Encoder Disc,288,1094.05,2021-04-27,91,WH-03,42
PRT-0000324,SUP-050,MCH-0403,Drive Belt,280,366.1,2023-03-21,29,WH-04,1
PRT-0000325,SUP-035,MCH-0439,Hydraulic Seal,151,859.21,2022-09-24,10,WH-04,30
PRT-0000326,SUP-021,MCH-0227,Safety Relay,400,2437.64,2021-12-18,79,WH-04,10
PRT-0000327,SUP-034,MCH-0217,Safety Relay,38,2386.58,2024-09-20,18,WH-02,17
PRT-0000328,SUP-036,MCH-0074,Control Board,328,2346.25,2021-10-08,36,WH-02,24
PRT-0000329,SUP-006,MCH-0110,Safety Relay,200,2144.8,2024-04-24,71,WH-02,17
PRT-0000330,SUP-050,MCH-0186,Bearing Assembly,275,162.51,2021-05-31,10,WH-02,43
PRT-0000331,SUP-015,MCH-0101,Safety Relay,361,1406.05,2021-08-30,59,WH-01,27
PRT-0000332,SUP-043,MCH-0367,Control Board,107,97.43,2021-06-02,72,WH-03,1
PRT-0000333,SUP-039,MCH-0378,Drive Belt,300,934.68,2023-04-20,21,WH-03,31
PRT-0000334,SUP-036,MCH-0149,Power Supply Unit,350,918.15,2022-07-27,74,WH-02,40
PRT-0000335,SUP-047,MCH-0065,Coolant Pump,240,2429.84,2021-10-10,36,WH-03,15
PRT-0000336,SUP-017,MCH-0289,Encoder Disc,475,1478.26,2021-05-02,92,WH-04,8
PRT-0000337,SUP-030,MCH-0014,Encoder Disc,184,1541.07,2023-03-20,56,WH-01,13
PRT-0000338,SUP-023,MCH-0373,Drive Belt,116,910.47,2022-11-11,18,WH-03,33
PRT-0000339,SUP-002,MCH-0239,Safety Relay,88,2281.78,2021-06-19,99,WH-02,17
PRT-0000340,SUP-044,MCH-0480,Control Board,165,536.17,2024-08-05,16,WH-02,35
PRT-0000341,SUP-035,MCH-0352,Encoder Disc,127,255.19,2023-01-08,21,WH-04,27
PRT-0000342,SUP-034,MCH-0262,Control Board,384,363.08,2023-08-17,14,WH-02,44
PRT-0000343,SUP-002,MCH-0170,Bearing Assembly,195,1438.21,2021-11-26,83,WH-03,1
PRT-0000344,SUP-041,MCH-0293,Drive Belt,370,1481.18,2024-11-09,59,WH-02,15
PRT-0000345,SUP-045,MCH-0070,Bearing Assembly,320,1724.18,2024-06-03,18,WH-03,22
PRT-0000346,SUP-032,MCH-0259,Safety Relay,98,1071.81,2021-03-20,92,WH-03,18
PRT-0000347,SUP-012,MCH-0021,Proximity Sensor,162,1454.19,2021-01-25,23,WH-01,5
PRT-0000348,SUP-005,MCH-0283,Control Board,193,1430.26,2021-03-04,88,WH-04,33
PRT-0000349,SUP-046,MCH-0052,Servo Motor,432,1305.35,2021-07-24,42,WH-02,27
PRT-0000350,SUP-042,MCH-0451,Hydraulic Seal,426,54.48,2023-04-27,78,WH-02,41
PRT-0000351,SUP-027,MCH-0460,Control Board,275,2224.7,2024-01-08,63,WH-04,39
PRT-0000352,SUP-046,MCH-0440,Encoder Disc,248,1229.84,2023-12-15,39,WH-02,37
PRT-0000353,SUP-043,MCH-0194,Safety Relay,461,18.83,2021-05-07,98,WH-03,39
PRT-0000354,SUP-019,MCH-0496,Control Board,383,1490.98,2024-07-11,61,WH-04,37
PRT-0000355,SUP-016,MCH-0370,Servo Motor,154,1710.81,2021-10-08,78,WH-01,38
PRT-0000356,SUP-035,MCH-0422,Control Board,348,1076.6,2024-12-26,29,WH-04,36
PRT-0000357,SUP-044,MCH-0148,Encoder Disc,390,369.38,2023-02-22,57,WH-02,8
PRT-0000358,SUP-008,MCH-0005,Control Board,204,1712.46,2024-08-30,93,WH-03,13
PRT-0000359,SUP-043,MCH-0290,Proximity Sensor,498,2474.41,2022-06-10,51,WH-01,19
PRT-0000360,SUP-033,MCH-0029,Coolant Pump,496,795.92,2021-01-30,86,WH-03,18
PRT-0000361,SUP-020,MCH-0301,Control Board,299,2073.17,2024-11-01,92,WH-02,27
PRT-0000362,SUP-002,MCH-0402,Coolant Pump,250,2445.16,2022-10-24,15,WH-04,20
PRT-0000363,SUP-014,MCH-0319,Servo Motor,92,129.45,2021-09-17,33,WH-03,7
PRT-0000364,SUP-010,MCH-0220,Coolant Pump,239,1280.69,2023-04-22,50,WH-01,19
PRT-0000365,SUP-020,MCH-0177,Coolant Pump,451,1862.93,2024-06-14,14,WH-04,3
PRT-0000366,SUP-017,MCH-0471,Control Board,383,1902.72,2023-12-09,71,WH-04,7
PRT-0000367,SUP-037,MCH-0033,Coolant Pump,182,1716.76,2023-08-22,64,WH-02,27
PRT-0000368,SUP-020,MCH-0263,Safety Relay,383,57.46,2024-06-22,72,WH-04,12
PRT-0000369,SUP-030,MCH-0021,Bearing Assembly,151,274.3,2024-03-06,99,WH-02,17
PRT-0000370,SUP-008,MCH-0397,Encoder Disc,135,1298.48,2024-02-06,29,WH-04,44
PRT-0000371,SUP-022,MCH-0073,Bearing Assembly,368,588.59,2023-03-06,14,WH-01,6
PRT-0000372,SUP-008,MCH-0230,Servo Motor,496,1394.03,2022-12-24,46,WH-01,15
PRT-0000373,SUP-031,MCH-0344,Safety Relay,212,812.4,2021-11-19,20,WH-01,15
PRT-0000374,SUP-020,MCH-0152,Servo Motor,93,1444.93,2023-01-12,46,WH-01,8
PRT-0000375,SUP-025,MCH-0207,Hydraulic Seal,193,1406.07,2023-07-30,68,WH-03,40
PRT-0000376,SUP-016,MCH-0297,Drive Belt,124,910.38,2024-04-10,91,WH-01,28
PRT-0000377,SUP-003,MCH-0304,Power Supply Unit,295,276.17,2021-07-09,46,WH-01,17
PRT-0000378,SUP-042,MCH-0489,Bearing Assembly,475,1999.55,2021-06-11,23,WH-01,36
PRT-0000379,SUP-018,MCH-0294,Hydraulic Seal,262,2098.46,2022-12-26,92,WH-04,31
PRT-0000380,SUP-027,MCH-0207,Power Supply Unit,34,2328.59,2024-12-30,30,WH-01,31
PRT-0000381,SUP-044,MCH-0110,Bearing Assembly,160,1210.61,2021-09-22,67,WH-04,5
PRT-0000382,SUP-017,MCH-0465,Bearing Assembly,435,2159.61,2021-03-14,17,WH-02,17
PRT-0000383,SUP-031,MCH-0463,Hydraulic Seal,445,1117.1,2024-09-16,39,WH-03,43
PRT-0000384,SUP-034,MCH-0346,Bearing Assembly,186,1347.51,2022-08-16,79,WH-01,41
PRT-0000385,SUP-015,MCH-0197,Encoder Disc,133,1610.53,2021-02-18,76,WH-04,15
PRT-0000386,SUP-036,MCH-0370,Coolant Pump,212,629.14,2023-08-03,51,WH-02,37
PRT-0000387,SUP-029,MCH-0372,Control Board,473,1692.98,2021-07-01,20,WH-01,2
PRT-0000388,SUP-002,MCH-0288,Bearing Assembly,197,605.7,2021-12-11,95,WH-02,33
PRT-0000389,SUP-020,MCH-0094,Safety Relay,460,1330.75,2022-05-23,44,WH-04,31
PRT-0000390,SUP-011,MCH-0424,Safety Relay,319,625.55,2024-02-06,35,WH-01,25
PRT-0000391,SUP-003,MCH-0191,Hydraulic Seal,370,1655.29,2023-02-03,61,WH-03,43
PRT-0000392,SUP-021,MCH-0350,Safety Relay,425,2200.92,2021-09-19,49,WH-04,22
PRT-0000393,SUP-012,MCH-0183,Power Supply Unit,363,1877.18,2023-11-12,81,WH-01,37
PRT-0000394,SUP-038,MCH-0108,Encoder Disc,50,266.83,2021-11-25,75,WH-04,44
PRT-0000395,SUP-023,MCH-0459,Bearing Assembly,433,429.53,2023-12-08,77,WH-02,12
PRT-0000396,SUP-046,MCH-0214,Drive Belt,493,1739.3,2022-11-26,23,WH-01,36
PRT-0000397,SUP-001,MCH-0093,Hydraulic Seal,13,964.42,2022-04-15,96,WH-01,17
PRT-0000398,SUP-029,MCH-0088,Safety Relay,395,1035.28,2023-03-12,30,WH-03,19
PRT-0000399,SUP-020,MCH-0216,Hydraulic Seal,7,505.99,2021-12-20,53,WH-02,33
PRT-0000400,SUP-047,MCH-0428,Safety Relay,305,531.86,2024-10-22,55,WH-01,18
PRT-0000401,SUP-005,MCH-0487,Drive Belt,68,1933.94,2021-06-04,62,WH-04,35
PRT-0000402,SUP-026,MCH-0208,Servo Motor,99,15.66,2022-01-18,21,WH-01,25
PRT-0000403,SUP-042,MCH-0323,Hydraulic Seal,99,1911.1,2022-05-05,49,WH-04,36
PRT-0000404,SUP-010,MCH-0256,Safety Relay,388,141.75,2022-12-06,74,WH-02,20
PRT-0000405,SUP-011,MCH-0214,Drive Belt,152,2098.97,2023-06-15,53,WH-02,17
PRT-0000406,SUP-022,MCH-0227,Proximity Sensor,323,2153.42,2024-11-06,39,WH-01,14
PRT-0000407,SUP-048,MCH-0188,Drive Belt,29,1525.91,2023-05-22,76,WH-03,18
PRT-0000408,SUP-034,MCH-0124,Bearing Assembly,248,906.27,2021-06-27,17,WH-04,36
PRT-0000409,SUP-001,MCH-0459,Bearing Assembly,306,1696.4,2024-05-06,85,WH-02,23
PRT-0000410,SUP-014,MCH-0229,Servo Motor,475,1278.83,2023-07-20,57,WH-03,11
PRT-0000411,SUP-037,MCH-0037,Servo Motor,221,1226.45,2021-11-10,72,WH-04,16
PRT-0000412,SUP-037,MCH-0300,Coolant Pump,327,1070.48,2023-07-01,76,WH-03,11
PRT-0000413,SUP-046,MCH-0218,Hydraulic Seal,363,2146.25,2021-12-16,63,WH-01,6
PRT-0000414,SUP-001,MCH-0010,Bearing Assembly,102,1251.65,2023-07-12,69,WH-03,3
PRT-0000415,SUP-036,MCH-0430,Safety Relay,18,1696.75,2022-04-03,98,WH-01,41
PRT-0000416,SUP-033,MCH-0053,Encoder Disc,95,58.21,2023-11-06,34,WH-02,41
PRT-0000417,SUP-008,MCH-0454,Encoder Disc,497,1758.3,2022-01-13,63,WH-01,24
PRT-0000418,SUP-021,MCH-0275,Drive Belt,297,728.93,2021-05-12,91,WH-04,20
PRT-0000419,SUP-049,MCH-0218,Encoder Disc,0,2349.07,2021-09-18,76,WH-04,21
PRT-0000420,SUP-042,MCH-0050,Bearing Assembly,338,2385.3,2023-07-20,33,WH-03,13
PRT-0000421,SUP-044,MCH-0401,Power Supply Unit,60,482.97,2024-10-28,31,WH-04,5
PRT-0000422,SUP-024,MCH-0339,Servo Motor,399,1230.03,2023-04-09,89,WH-02,8
PRT-0000423,SUP-042,MCH-0046,Proximity Sensor,346,1245.81,2021-03-01,84,WH-02,36
PRT-0000424,SUP-049,MCH-0173,Power Supply Unit,30,280.23,2022-05-10,93,WH-04,18
PRT-0000425,SUP-004,MCH-0166,Control Board,126,1710.41,2024-08-08,22,WH-03,2
PRT-0000426,SUP-005,MCH-0106,Proximity Sensor,423,1544.03,2023-06-06,69,WH-02,39
PRT-0000427,SUP-037,MCH-0453,Coolant Pump,364,714.76,2024-06-03,60,WH-03,27
PRT-0000428,SUP-026,MCH-0382,Control Board,146,310.78,2021-06-28,90,WH-03,10
PRT-0000429,SUP-012,MCH-0206,Drive Belt,129,623.48,2023-06-01,81,WH-01,41
PRT-0000430,SUP-003,MCH-0033,Hydraulic Seal,55,1167.75,2021-02-11,20,WH-03,34
PRT-0000431,SUP-033,MCH-0022,Control Board,319,2111.96,2023-10-24,97,WH-01,26
PRT-0000432,SUP-006,MCH-0375,Control Board,418,1116.47,2023-09-30,41,WH-01,17
PRT-0000433,SUP-008,MCH-0415,Proximity Sensor,411,1945.86,2023-05-22,60,WH-04,31
PRT-0000434,SUP-045,MCH-0008,Hydraulic Seal,75,60.32,2022-03-15,89,WH-03,2
PRT-0000435,SUP-027,MCH-0005,Bearing Assembly,376,564.25,2022-06-09,70,WH-03,44
PRT-0000436,SUP-005,MCH-0015,Drive Belt,266,1385.94,2024-03-16,96,WH-02,35
PRT-0000437,SUP-025,MCH-0025,Power Supply Unit,241,1206.21,2022-08-17,70,WH-03,18
PRT-0000438,SUP-029,MCH-0085,Control Board,7,1394.44,2024-05-06,23,WH-03,30
PRT-0000439,SUP-038,MCH-0344,Bearing Assembly,297,501.76,2024-01-02,28,WH-02,19
PRT-0000440,SUP-007,MCH-0275,Bearing Assembly,403,921.25,2024-07-01,15,WH-04,36
PRT-0000441,SUP-009,MCH-0366,Power Supply Unit,310,1720.78,2024-01-26,76,WH-01,4
PRT-0000442,SUP-028,MCH-0379,Bearing Assembly,349,531.96,2022-08-03,38,WH-03,39
PRT-0000443,SUP-038,MCH-0081,Control Board,392,1468.31,2024-05-07,73,WH-04,27
PRT-0000444,SUP-011,MCH-0122,Bearing Assembly,232,1908.16,2021-12-13,62,WH-04,37
PRT-0000445,SUP-039,MCH-0393,Encoder Disc,369,2410.49,2023-09-05,63,WH-03,43
PRT-0000446,SUP-031,MCH-0375,Safety Relay,248,105.36,2021-09-08,15,WH-02,34
PRT-0000447,SUP-036,MCH-0292,Control Board,341,1052.31,2022-03-06,64,WH-02,5
PRT-0000448,SUP-043,MCH-0418,Encoder Disc,13,52.49,2023-09-15,97,WH-03,39
PRT-0000449,SUP-038,MCH-0375,Safety Relay,313,1002.15,2021-03-15,69,WH-01,18
PRT-0000450,SUP-017,MCH-0493,Control Board,160,2028.24,2021-02-15,72,WH-02,16
PRT-0000451,SUP-044,MCH-0123,Power Supply Unit,71,1030.73,2021-06-26,56,WH-01,44
PRT-0000452,SUP-040,MCH-0377,Encoder Disc,274,1679.09,2024-04-04,52,WH-04,4
PRT-0000453,SUP-047,MCH-0473,Encoder Disc,353,1966.18,2024-05-13,73,WH-04,25
PRT-0000454,SUP-034,MCH-0136,Bearing Assembly,13,2014.45,2021-04-12,96,WH-01,21
PRT-0000455,SUP-013,MCH-0488,Encoder Disc,415,1141.95,2022-04-04,77,WH-01,29
PRT-0000456,SUP-013,MCH-0275,Bearing Assembly,495,1702.84,2021-04-06,79,WH-03,14
PRT-0000457,SUP-013,MCH-0380,Proximity Sensor,77,1617.26,2022-01-08,74,WH-04,2
PRT-0000458,SUP-041,MCH-0090,Hydraulic Seal,317,1591.13,2024-01-24,59,WH-01,42
PRT-0000459,SUP-039,MCH-0227,Drive Belt,91,2055.51,2024-10-04,26,WH-02,4
PRT-0000460,SUP-036,MCH-0305,Bearing Assembly,28,1736.57,2024-06-03,50,WH-03,31
PRT-0000461,SUP-008,MCH-0234,Control Board,357,420.77,2024-02-10,38,WH-03,1
PRT-0000462,SUP-020,MCH-0083,Power Supply Unit,61,2475.27,2024-09-10,77,WH-04,19
PRT-0000463,SUP-030,MCH-0327,Bearing Assembly,488,210.87,2023-04-25,73,WH-01,11
PRT-0000464,SUP-031,MCH-0412,Hydraulic Seal,493,472.25,2022-02-17,29,WH-03,30
PRT-0000465,SUP-045,MCH-0436,Hydraulic Seal,326,1857.43,2021-11-30,52,WH-01,5
PRT-0000466,SUP-026,MCH-0241,Encoder Disc,127,2206.3,2023-01-23,27,WH-03,7
PRT-0000467,SUP-014,MCH-0198,Coolant Pump,232,776.19,2021-12-18,57,WH-04,2
PRT-0000468,SUP-040,MCH-0190,Proximity Sensor,396,2100.81,2022-11-10,72,WH-01,32
PRT-0000469,SUP-035,MCH-0267,Servo Motor,469,2482.46,2024-01-16,62,WH-04,17
PRT-0000470,SUP-050,MCH-0334,Drive Belt,144,1787.75,2024-12-20,62,WH-04,25
PRT-0000471,SUP-019,MCH-0143,Proximity Sensor,213,1652.07,2021-08-15,79,WH-03,37
PRT-0000472,SUP-016,MCH-0129,Encoder Disc,61,2490.45,2023-03-10,85,WH-03,37
PRT-0000473,SUP-012,MCH-0431,Encoder Disc,163,235.63,2021-04-16,94,WH-04,24
PRT-0000474,SUP-005,MCH-0009,Servo Motor,281,2281.49,2021-05-17,64,WH-03,12
PRT-0000475,SUP-048,MCH-0055,Proximity Sensor,235,1848.44,2022-12-16,58,WH-04,44
PRT-0000476,SUP-029,MCH-0216,Coolant Pump,139,937.43,2023-07-04,22,WH-02,27
PRT-0000477,SUP-036,MCH-0133,Servo Motor,398,208.55,2024-07-25,23,WH-03,36
PRT-0000478,SUP-028,MCH-0314,Drive Belt,165,606.5,2024-06-19,57,WH-03,32
PRT-0000479,SUP-005,MCH-0297,Safety Relay,66,165.54,2023-03-26,81,WH-01,30
PRT-0000480,SUP-008,MCH-0059,Bearing Assembly,344,1283.85,2023-09-07,63,WH-04,34
PRT-0000481,SUP-013,MCH-0104,Safety Relay,430,1072.35,2022-07-26,39,WH-04,12
PRT-0000482,SUP-034,MCH-0054,Coolant Pump,31,2034.79,2023-11-25,59,WH-04,23
PRT-0000483,SUP-025,MCH-0262,Servo Motor,250,1665.7,2023-11-27,31,WH-01,32
PRT-0000484,SUP-021,MCH-0436,Servo Motor,442,923.44,2021-10-29,97,WH-03,20
PRT-0000485,SUP-050,MCH-0258,Drive Belt,366,2266.61,2021-05-16,44,WH-02,14
PRT-0000486,SUP-036,MCH-0018,Drive Belt,15,2234.63,2022-12-01,53,WH-03,9
PRT-0000487,SUP-017,MCH-0193,Safety Relay,416,1101.94,2024-11-26,25,WH-04,32
PRT-0000488,SUP-039,MCH-0239,Proximity Sensor,1,1918.98,2023-04-05,91,WH-01,33
PRT-0000489,SUP-031,MCH-0223,Encoder Disc,96,1517.33,2021-07-25,21,WH-03,31
PRT-0000490,SUP-045,MCH-0028,Drive Belt,6,1582.38,2024-12-16,37,WH-02,19
PRT-0000491,SUP-008,MCH-0405,Safety Relay,275,1936.53,2023-01-14,13,WH-01,38
PRT-0000492,SUP-009,MCH-0122,Control Board,159,47.45,2022-10-15,15,WH-01,23
PRT-0000493,SUP-001,MCH-0144,Proximity Sensor,473,377.17,2023-08-30,96,WH-03,3
PRT-0000494,SUP-019,MCH-0332,Proximity Sensor,449,1816.23,2022-06-08,61,WH-04,19
PRT-0000495,SUP-047,MCH-0262,Drive Belt,419,384.57,2024-04-29,72,WH-04,40
PRT-0000496,SUP-046,MCH-0186,Hydraulic Seal,195,272.32,2022-07-24,82,WH-03,28
PRT-0000497,SUP-048,MCH-0403,Proximity Sensor,464,1421.89,2021-05-22,97,WH-03,15
PRT-0000498,SUP-019,MCH-0451,Proximity Sensor,97,1185.33,2021-05-11,83,WH-03,9
PRT-0000499,SUP-044,MCH-0448,Power Supply Unit,117,623.52,2021-07-08,40,WH-03,16
PRT-0000500,SUP-013,MCH-0415,Bearing Assembly,317,1984.54,2024-12-07,79,WH-01,29
PRT-0000501,SUP-039,MCH-0441,Bearing Assembly,480,994.94,2021-11-27,28,WH-01,17
PRT-0000502,SUP-016,MCH-0275,Hydraulic Seal,34,1160.2,2022-03-15,38,WH-04,5
PRT-0000503,SUP-011,MCH-0375,Encoder Disc,378,2445.9,2022-08-07,12,WH-01,31
PRT-0000504,SUP-017,MCH-0492,Drive Belt,498,1996.79,2024-06-19,17,WH-02,25
PRT-0000505,SUP-013,MCH-0055,Control Board,136,772.77,2021-03-11,68,WH-01,12
PRT-0000506,SUP-035,MCH-0137,Power Supply Unit,1,1979.88,2022-06-01,67,WH-03,31
PRT-0000507,SUP-049,MCH-0109,Power Supply Unit,131,1224.34,2023-04-21,55,WH-01,31
PRT-0000508,SUP-008,MCH-0068,Bearing Assembly,484,1151.37,2022-06-02,60,WH-02,44
PRT-0000509,SUP-041,MCH-0401,Hydraulic Seal,489,555.21,2021-12-16,28,WH-02,17
PRT-0000510,SUP-020,MCH-0486,Control Board,375,1181.89,2024-01-12,29,WH-02,7
PRT-0000511,SUP-041,MCH-0446,Safety Relay,343,158.54,2021-12-26,56,WH-01,17
PRT-0000512,SUP-011,MCH-0410,Coolant Pump,449,620.78,2024-06-06,98,WH-01,20
PRT-0000513,SUP-012,MCH-0173,Encoder Disc,200,900.53,2021-01-28,61,WH-03,28
PRT-0000514,SUP-033,MCH-0053,Safety Relay,86,2211.46,2024-08-24,16,WH-02,9
PRT-0000515,SUP-015,MCH-0066,Power Supply Unit,397,2441.91,2021-02-15,40,WH-01,39
PRT-0000516,SUP-022,MCH-0038,Encoder Disc,493,207.16,2023-01-20,35,WH-01,23
PRT-0000517,SUP-029,MCH-0116,Coolant Pump,167,559.76,2022-01-20,42,WH-01,40
PRT-0000518,SUP-017,MCH-0395,Drive Belt,181,1532.66,2024-01-23,84,WH-01,12
PRT-0000519,SUP-006,MCH-0470,Hydraulic Seal,166,1418.13,2023-07-24,30,WH-01,9
PRT-0000520,SUP-008,MCH-0375,Encoder Disc,346,694.47,2021-05-25,67,WH-02,34
PRT-0000521,SUP-005,MCH-0218,Bearing Assembly,471,2046.09,2023-11-04,48,WH-02,12
PRT-0000522,SUP-033,MCH-0304,Servo Motor,114,1298.39,2023-04-11,51,WH-04,1
PRT-0000523,SUP-025,MCH-0213,Bearing Assembly,30,197.57,2023-02-07,22,WH-02,43
PRT-0000524,SUP-009,MCH-0237,Control Board,341,980.63,2024-01-18,12,WH-04,12
PRT-0000525,SUP-021,MCH-0115,Safety Relay,251,120.25,2022-12-10,82,WH-02,18
PRT-0000526,SUP-021,MCH-0456,Bearing Assembly,139,1520.65,2022-04-17,37,WH-03,39
PRT-0000527,SUP-003,MCH-0309,Drive Belt,229,178.11,2024-04-01,87,WH-04,28
PRT-0000528,SUP-021,MCH-0002,Control Board,492,1844.69,2023-02-15,57,WH-03,37
PRT-0000529,SUP-022,MCH-0093,Servo Motor,180,2442.07,2021-08-18,43,WH-03,9
PRT-0000530,SUP-045,MCH-0467,Drive Belt,129,915.46,2021-10-23,65,WH-03,42
PRT-0000531,SUP-032,MCH-0109,Hydraulic Seal,89,770.34,2023-04-28,26,WH-04,18
PRT-0000532,SUP-046,MCH-0499,Coolant Pump,383,1032.26,2023-11-11,68,WH-02,32
PRT-0000533,SUP-022,MCH-0100,Control Board,42,1060.67,2023-03-29,66,WH-03,4
PRT-0000534,SUP-010,MCH-0459,Servo Motor,318,906.65,2024-10-14,29,WH-01,37
PRT-0000535,SUP-044,MCH-0243,Power Supply Unit,268,160.58,2022-10-10,60,WH-04,43
PRT-0000536,SUP-017,MCH-0056,Coolant Pump,26,867.7,2022-08-13,35,WH-02,3
PRT-0000537,SUP-034,MCH-0461,Bearing Assembly,409,1384.41,2023-03-11,18,WH-03,36
PRT-0000538,SUP-023,MCH-0078,Bearing Assembly,322,991.77,2021-07-23,11,WH-04,1
PRT-0000539,SUP-001,MCH-0493,Servo Motor,293,1637.24,2021-11-18,88,WH-03,27
PRT-0000540,SUP-030,MCH-0007,Bearing Assembly,440,669.38,2021-08-10,18,WH-03,26
