log_id,machine_id,technician_id,log_date,issue_type,downtime_hrs,repair_cost_usd,resolved,priority,notes
LOG-0000215,MCH-0177,TECH-0112,2023-08-21,Belt Wear,1.4,482.95,True,Low,Tree company think compare try.
LOG-0000216,MCH-0386,TECH-0191,2024-11-21,Overheating,2.9,780.44,True,Critical,Small control see the face also fear owner.
LOG-0000217,MCH-0121,TECH-0189,2022-08-14,Software Error,0.6,65.68,True,Medium,Expect writer myself management voice surface life cover.
LOG-0000218,MCH-0094,TECH-0026,2022-10-15,Lubrication,4.1,639.65,True,Low,Former room possible responsibility add.
LOG-0000219,MCH-0398,TECH-0071,2023-03-19,Software Error,1.6,425.92,True,Low,So nothing serious compare task today still middle.
LOG-0000220,MCH-0457,TECH-0192,2024-06-02,Sensor Failure,7.8,1581.87,True,Low,Husband believe word local very.
LOG-0000221,MCH-0174,TECH-0143,2024-04-23,Electrical Fault,4.5,1166.03,False,Critical,End dog send west.
LOG-0000222,MCH-0049,TECH-0021,2024-03-06,Overheating,3.0,745.68,True,High,Old of end growth door property let.
LOG-0000223,MCH-0064,TECH-0094,2023-04-19,Electrical Fault,4.4,1366.27,True,Medium,If maybe time region financial brother.
LOG-0000224,MCH-0224,TECH-0104,2023-01-22,Belt Wear,2.6,247.34,True,High,Happen determine whatever long lawyer writer health.
LOG-0000225,MCH-0439,TECH-0041,2022-02-22,Lubrication,1.9,378.93,True,High,Tree serious soon stay seven quite other skin moment month.
LOG-0000226,MCH-0028,TECH-0056,2023-06-14,Belt Wear,5.4,857.44,True,High,Back nor article natural measure of change foreign.
LOG-0000227,MCH-0305,TECH-0103,2022-05-07,Lubrication,3.8,1057.24,True,Low,Kind quite response major together knowledge argue car indeed nor.
LOG-0000228,MCH-0117,TECH-0185,2024-12-04,Lubrication,11.6,1125.26,True,Critical,Left southern rich how staff second official and general as.
LOG-0000229,MCH-0175,TECH-0027,2022-03-27,Software Error,14.9,4675.59,True,Low,Various attorney value all important.
LOG-0000230,MCH-0298,TECH-0002,2023-10-17,Lubrication,6.3,1071.82,True,High,She within position inside year him.
LOG-0000231,MCH-0172,TECH-0085,2024-12-24,Software Error,0.6,110.11,True,Low,Heart radio product much president girl condition Mr.
LOG-0000232,MCH-0076,TECH-0162,2024-03-26,Vibration,2.5,290.49,True,Medium,Camera without strong series without leg rest interest here discover.
LOG-0000233,MCH-0366,TECH-0199,2023-06-03,Electrical Fault,2.5,521.19,True,Low,Get every visit right both special information she this.
LOG-0000234,MCH-0190,TECH-0142,2024-01-21,Software Error,2.4,722.87,True,Critical,Drive attack order land.
LOG-0000235,MCH-0319,TECH-0077,2023-02-15,Sensor Failure,3.8,810.87,True,High,Each analysis keep music senior.
LOG-0000236,MCH-0473,TECH-0077,2024-11-30,Lubrication,6.7,1571.15,True,Low,Cell year doctor trouble office.
LOG-0000237,MCH-0293,TECH-0004,2023-11-27,Software Error,0.5,84.97,True,Low,Our pull fly few century produce determine feel article we.
LOG-0000238,MCH-0283,TECH-0019,2024-03-14,Overheating,1.7,412.81,True,Medium,Personal interview many win walk provide.
LOG-0000239,MCH-0087,TECH-0065,2024-08-12,Software Error,1.6,370.85,True,High,Five indicate chance heavy senior list support feeling remain south.
LOG-0000240,MCH-0095,TECH-0021,2022-04-23,Overheating,0.7,109.7,True,Low,None whose newspaper care drug.
LOG-0000241,MCH-0431,TECH-0075,2022-05-31,Sensor Failure,1.9,304.18,True,Medium,Form bad last he movie stop.
LOG-0000242,MCH-0096,TECH-0130,2022-06-10,Vibration,8.7,1067.56,True,Low,Environmental purpose owner them could.
LOG-0000243,MCH-0476,TECH-0162,2023-11-23,Electrical Fault,6.2,1674.21,True,High,Right next look thank four whatever address view while bring.
LOG-0000244,MCH-0484,TECH-0198,2023-12-09,Sensor Failure,0.6,85.33,True,Low,Trial receive region however dream focus executive letter possible.
LOG-0000245,MCH-0038,TECH-0102,2024-12-08,Sensor Failure,5.5,491.12,True,Critical,End mention market better wonder light style.
LOG-0000246,MCH-0139,TECH-0146,2023-05-20,Electrical Fault,0.6,163.47,True,Medium,Have including none determine certainly end.
LOG-0000247,MCH-0017,TECH-0023,2024-12-11,Vibration,7.7,961.27,True,Critical,Often individual charge form here street material pressure range either.
LOG-0000248,MCH-0295,TECH-0099,2023-04-06,Lubrication,14.7,4732.47,True,Medium,Whom politics make collection some college result major true.
LOG-0000249,MCH-0048,TECH-0081,2023-03-01,Belt Wear,3.4,301.35,False,Low,Wrong whatever model stuff avoid stand any according case piece.
LOG-0000250,MCH-0124,TECH-0064,2022-07-03,Software Error,8.2,2859.35,True,Medium,Religious across media health pay.
LOG-0000251,MCH-0250,TECH-0019,2024-01-05,Belt Wear,1.7,479.97,False,Medium,Tree process administration mother in admit reveal movie expert maybe recently.
LOG-0000252,MCH-0286,TECH-0178,2023-07-30,Sensor Failure,0.5,62.74,True,Low,South travel blood benefit chance court money spring environment.
LOG-0000253,MCH-0059,TECH-0131,2022-01-30,Overheating,1.6,461.58,True,Medium,Bad where learn during recently feel stock ball.
LOG-0000254,MCH-0050,TECH-0062,2023-08-17,Sensor Failure,1.2,311.24,True,High,Behavior here need argue act.
LOG-0000255,MCH-0041,TECH-0076,2023-09-16,Electrical Fault,6.8,1349.47,True,Low,Bar suddenly population former with wind.
LOG-0000256,MCH-0094,TECH-0200,2023-05-05,Sensor Failure,5.0,1285.36,True,Critical,Try discover top realize note even under range exactly myself.
LOG-0000257,MCH-0123,TECH-0112,2022-05-21,Sensor Failure,9.2,2161.26,True,Critical,Conference sure administration debate certain.
LOG-0000258,MCH-0395,TECH-0088,2022-07-09,Belt Wear,6.0,1400.37,True,Medium,Up federal nor note support quality music himself.
LOG-0000259,MCH-0017,TECH-0166,2023-05-19,Vibration,8.4,1407.35,True,Medium,So ready bad seat generation best.
LOG-0000260,MCH-0383,TECH-0124,2023-06-01,Belt Wear,3.1,599.51,True,Low,Stuff future shoulder western however similar ahead.
LOG-0000261,MCH-0058,TECH-0027,2023-05-12,Overheating,0.5,158.03,True,High,Situation late direction need heart control one.
LOG-0000262,MCH-0172,TECH-0153,2022-10-16,Sensor Failure,1.3,447.35,True,Low,Beat peace something require bank child Republican plant.
LOG-0000263,MCH-0206,TECH-0049,2024-09-02,Overheating,12.6,3882.04,True,Medium,First blood accept final growth especially car cost.
LOG-0000264,MCH-0246,TECH-0113,2023-02-06,Vibration,2.6,637.92,True,Medium,News mention billion bed never others six tell activity.
LOG-0000265,MCH-0500,TECH-0070,2022-08-06,Software Error,3.6,1200.33,True,Medium,Hold be top toward within occur college herself.
LOG-0000266,MCH-0302,TECH-0196,2022-05-10,Lubrication,2.5,583.45,True,High,Especially environmental certainly cold every feel.
LOG-0000267,MCH-0161,TECH-0024,2022-12-03,Vibration,0.5,149.91,True,High,Guess want result many pattern.
LOG-0000268,MCH-0176,TECH-0030,2024-04-26,Electrical Fault,5.9,1421.91,False,Medium,Blood fight we forward per sound forget friend spring.
LOG-0000269,MCH-0185,TECH-0073,2022-03-05,Overheating,0.5,166.86,False,Low,Carry fly water cut fire who why fact reason make.
LOG-0000270,MCH-0403,TECH-0171,2024-05-15,Sensor Failure,4.3,543.82,True,Medium,Site for exactly skill half usually customer young conference should.
LOG-0000271,MCH-0284,TECH-0175,2023-06-23,Vibration,0.9,303.49,True,Medium,Well left remain just fact.
LOG-0000272,MCH-0375,TECH-0131,2024-04-08,Belt Wear,6.0,788.11,True,Critical,Standard somebody important material plan.
LOG-0000273,MCH-0240,TECH-0128,2022-09-23,Sensor Failure,12.4,2455.71,False,Medium,Education child institution help last our old.
LOG-0000274,MCH-0332,TECH-0041,2022-01-16,Overheating,2.4,418.58,True,Critical,Media turn reality myself so growth time Mr point be.
LOG-0000275,MCH-0396,TECH-0124,2022-06-30,Belt Wear,1.6,465.79,True,High,Price great positive and worker quality hundred.
LOG-0000276,MCH-0330,TECH-0166,2022-10-20,Belt Wear,0.8,203.4,True,Low,Whole involve action else member million oil offer.
LOG-0000277,MCH-0459,TECH-0126,2024-12-30,Software Error,2.6,822.57,True,Medium,Hear leg quickly real character young lot far turn.
LOG-0000278,MCH-0080,TECH-0032,2022-10-25,Software Error,3.8,1116.61,True,High,Break wait center find lay.
LOG-0000279,MCH-0074,TECH-0049,2024-10-09,Software Error,6.3,1321.5,True,Critical,Miss give best reveal laugh attack.
LOG-0000280,MCH-0115,TECH-0099,2023-08-07,Electrical Fault,0.5,105.66,False,High,Special boy support possible quality.
LOG-0000281,MCH-0351,TECH-0064,2023-07-19,Vibration,3.7,429.45,True,High,Upon scientist might necessary former interview.
LOG-0000282,MCH-0038,TECH-0158,2023-10-28,Overheating,5.9,1455.1,True,Low,Discussion if continue policy it ahead pass culture or.
LOG-0000283,MCH-0152,TECH-0196,2023-05-31,Sensor Failure,2.7,687.42,True,Medium,Above Democrat everything region somebody officer son Mr.
LOG-0000284,MCH-0490,TECH-0160,2022-12-16,Sensor Failure,0.5,105.24,True,Critical,For leader energy television month police others particularly.
LOG-0000285,MCH-0070,TECH-0091,2023-06-04,Overheating,5.9,2046.51,True,Critical,Box goal leader common purpose song try opportunity public finish.
LOG-0000286,MCH-0094,TECH-0147,2024-01-30,Software Error,7.9,1599.41,True,Medium,Figure consumer really memory industry case himself.
LOG-0000287,MCH-0257,TECH-0094,2022-09-22,Software Error,4.2,773.62,True,Medium,Main Mr try us community cold.
LOG-0000288,MCH-0073,TECH-0027,2024-01-09,Overheating,4.0,879.08,False,High,Cell fire late approach grow act carry.
LOG-0000289,MCH-0352,TECH-0143,2023-11-24,Vibration,5.1,1272.35,True,Medium,White measure manager range indeed style major bar.
LOG-0000290,MCH-0012,TECH-0018,2023-09-25,Belt Wear,7.4,2208.22,True,High,Somebody determine allow different eye.
LOG-0000291,MCH-0068,TECH-0163,2024-10-25,Vibration,4.8,805.37,True,Medium,Not significant manager member of environmental myself yard my.
LOG-0000292,MCH-0133,TECH-0067,2022-04-01,Belt Wear,0.5,152.57,True,Medium,Service kid despite interesting save.
LOG-0000293,MCH-0218,TECH-0171,2022-03-23,Electrical Fault,0.5,46.87,True,Critical,Fear yourself last give stage keep yes.
LOG-0000294,MCH-0452,TECH-0187,2022-07-11,Belt Wear,4.9,551.02,True,Low,Decide scene ready technology particular into pattern.
LOG-0000295,MCH-0014,TECH-0168,2023-06-26,Lubrication,1.8,203.22,False,Medium,Spend south now mother others collection.
LOG-0000296,MCH-0448,TECH-0130,2023-11-08,Sensor Failure,0.5,128.1,True,Medium,Eye environment teach world quickly believe while.
LOG-0000297,MCH-0291,TECH-0138,2023-05-19,Software Error,5.6,1384.52,True,Medium,Try yeah term camera tend economic represent stock.
LOG-0000298,MCH-0313,TECH-0168,2024-05-30,Electrical Fault,0.5,109.35,True,High,Majority officer environmental increase later plant they behavior.
LOG-0000299,MCH-0391,TECH-0016,2022-02-14,Lubrication,3.0,896.76,True,Medium,Seek reason theory lawyer maintain old than suggest behavior will.
LOG-0000300,MCH-0309,TECH-0147,2022-06-29,Overheating,1.9,302.49,True,Medium,Sure somebody huge why station manager follow exist.
LOG-0000301,MCH-0110,TECH-0107,2024-05-26,Lubrication,0.6,101.19,True,Medium,Official not magazine gas radio any between six least buy.
LOG-0000302,MCH-0396,TECH-0038,2024-06-27,Vibration,4.0,553.65,True,Medium,Kid a when dark read car.
LOG-0000303,MCH-0496,TECH-0080,2024-08-09,Overheating,0.5,71.49,True,Low,City usually ever pressure economy head tough.
LOG-0000304,MCH-0342,TECH-0077,2023-09-25,Lubrication,1.5,307.34,True,Low,Appear personal rise sense investment before.
LOG-0000305,MCH-0418,TECH-0083,2024-08-14,Sensor Failure,1.3,138.28,True,Medium,Ability live car difficult quite.
LOG-0000306,MCH-0368,TECH-0198,2024-02-22,Lubrication,10.9,1841.35,True,Medium,Account gas building team.
LOG-0000307,MCH-0320,TECH-0057,2022-03-05,Lubrication,10.0,2518.09,True,High,Local director become south billion happen.
LOG-0000308,MCH-0497,TECH-0053,2023-12-24,Sensor Failure,6.8,848.14,False,High,Case similar send card year central most.
LOG-0000309,MCH-0118,TECH-0104,2023-04-06,Lubrication,0.5,149.28,True,Low,Particular clearly goal defense.
LOG-0000310,MCH-0476,TECH-0123,2023-04-23,Electrical Fault,3.4,656.09,True,Low,Turn pattern kind describe to cause.
LOG-0000311,MCH-0274,TECH-0188,2022-01-10,Lubrication,12.5,1563.68,True,High,Operation himself white fire cause everybody.
LOG-0000312,MCH-0432,TECH-0005,2022-07-19,Sensor Failure,1.5,128.23,True,Critical,Easy over return expect wait.
LOG-0000313,MCH-0099,TECH-0040,2022-11-17,Electrical Fault,0.6,135.76,True,Medium,Summer probably feeling military meeting.
LOG-0000314,MCH-0385,TECH-0117,2022-06-01,Belt Wear,1.6,403.24,True,Medium,Far approach today west manager both matter order.
LOG-0000315,MCH-0057,TECH-0052,2023-08-19,Vibration,0.5,101.63,True,Medium,Thousand activity guess first hit stuff inside national common likely.
LOG-0000316,MCH-0182,TECH-0057,2023-11-16,Overheating,2.2,763.78,True,Critical,Admit attack energy always art.
LOG-0000317,MCH-0253,TECH-0124,2024-11-13,Electrical Fault,0.6,161.0,False,High,Media pick may indeed reduce bar Mr pattern.
LOG-0000318,MCH-0114,TECH-0011,2024-02-07,Overheating,4.6,1122.54,True,Critical,Base bad TV window choice force only.
LOG-0000319,MCH-0236,TECH-0037,2022-04-30,Overheating,9.6,3326.37,True,High,Financial join well draw each.
LOG-0000320,MCH-0343,TECH-0170,2022-03-08,Electrical Fault,1.2,282.71,True,Medium,Break partner area program price compare actually case activity.
LOG-0000321,MCH-0066,TECH-0110,2022-10-19,Belt Wear,0.6,83.65,True,Low,Well mission situation result cold camera sit environmental though.
LOG-0000322,MCH-0161,TECH-0055,2022-10-19,Software Error,0.5,141.35,True,Low,Friend investment model enjoy window.
LOG-0000323,MCH-0089,TECH-0070,2024-02-20,Overheating,7.7,1201.17,True,Critical,Baby lawyer growth matter note happy effort bill off reveal direction.
LOG-0000324,MCH-0024,TECH-0013,2024-08-13,Electrical Fault,0.8,105.57,False,High,Able teach activity animal hair turn condition whether along sort.
LOG-0000325,MCH-0248,TECH-0080,2022-09-25,Lubrication,0.5,107.5,True,Low,Different eat trouble floor step number budget pull apply.
LOG-0000326,MCH-0410,TECH-0138,2024-09-10,Sensor Failure,3.2,527.2,True,High,Source wonder west attention let executive suddenly.
LOG-0000327,MCH-0154,TECH-0117,2024-06-18,Overheating,0.8,207.27,True,Low,Beat lead hard factor six science drug happy.
LOG-0000328,MCH-0270,TECH-0073,2023-02-20,Overheating,0.8,206.77,True,Medium,Young simply run national somebody character usually agency must.
LOG-0000329,MCH-0247,TECH-0064,2022-01-13,Overheating,0.6,128.53,True,Low,Week ability price support.
LOG-0000330,MCH-0418,TECH-0090,2024-05-25,Vibration,4.2,847.27,True,Medium,Billion morning draw man art young Republican.
LOG-0000331,MCH-0245,TECH-0145,2024-09-18,Electrical Fault,0.5,59.02,True,Medium,Analysis discuss suddenly including time.
LOG-0000332,MCH-0345,TECH-0164,2022-05-17,Electrical Fault,0.5,170.67,True,Low,Window be believe card star avoid nothing itself who.
LOG-0000333,MCH-0127,TECH-0048,2024-08-09,Overheating,1.0,177.83,True,High,Factor surface unit hotel story for laugh.
LOG-0000334,MCH-0123,TECH-0125,2023-12-16,Belt Wear,2.5,532.01,True,High,Avoid dark sister once choice clearly letter.
LOG-0000335,MCH-0256,TECH-0075,2023-03-09,Electrical Fault,2.4,481.13,True,Low,Building group show later leg system bed space.
LOG-0000336,MCH-0005,TECH-0176,2024-09-13,Electrical Fault,5.8,1429.88,True,Low,Step recent American structure foreign before eat.
LOG-0000337,MCH-0207,TECH-0159,2024-04-27,Vibration,8.9,1581.92,True,Low,How any federal star community weight take new.
LOG-0000338,MCH-0080,TECH-0050,2024-03-10,Software Error,4.0,901.5,False,High,Economic left sound cause activity store work candidate statement head.
LOG-0000339,MCH-0292,TECH-0076,2022-09-16,Vibration,2.8,375.7,True,Low,Visit base only true avoid young cup position speak begin suggest.
LOG-0000340,MCH-0168,TECH-0057,2024-01-27,Overheating,5.3,600.19,True,Low,Business walk anything under item right many him.
LOG-0000341,MCH-0347,TECH-0048,2022-12-06,Vibration,1.2,344.41,True,High,Common Democrat cost evidence third alone people early far.
LOG-0000342,MCH-0241,TECH-0096,2024-01-11,Belt Wear,3.2,413.72,True,Low,Third look because him information poor something eat.
LOG-0000343,MCH-0474,TECH-0096,2023-12-16,Electrical Fault,19.1,4489.49,True,Low,Some writer site grow name machine tree maybe home conference.
LOG-0000344,MCH-0067,TECH-0171,2024-12-21,Belt Wear,7.7,1377.12,True,Low,Others ahead specific exactly speak line group once.
LOG-0000345,MCH-0490,TECH-0190,2023-01-20,Lubrication,4.7,723.38,True,Low,Wind beyond prevent entire staff true argue.
LOG-0000346,MCH-0273,TECH-0062,2024-03-30,Belt Wear,5.5,1396.53,True,Low,Offer work home very yard community door.
LOG-0000347,MCH-0086,TECH-0017,2023-11-07,Overheating,2.3,645.94,True,Critical,South recently trial agreement red way nor none.
LOG-0000348,MCH-0386,TECH-0135,2022-04-11,Lubrication,6.2,1627.29,True,Low,Student special wife my compare also.
LOG-0000349,MCH-0081,TECH-0188,2023-10-22,Software Error,1.2,117.48,True,Low,Discussion despite money a truth.
LOG-0000350,MCH-0407,TECH-0028,2024-08-12,Lubrication,0.5,106.36,True,Low,Southern future concern sort than arrive.
LOG-0000351,MCH-0015,TECH-0165,2024-11-19,Vibration,8.1,2368.49,True,Medium,Only true similar suffer team whether.
LOG-0000352,MCH-0314,TECH-0025,2023-05-15,Software Error,8.4,2865.46,True,Critical,Relate product only from follow wish run join.
